id,title,text,author,label
N0326,Update on the economy,The stock market showed a moderate change following news about the economy.,Real Author,1
N0187,Update on the education system,The government announced a new policy on the education system today after a cabinet meeting.,Real Author,1
N0124,Update on the housing market,Officials confirmed that the the housing market project will proceed as planned next quarter.,Real Author,1
N0684,You need to see this about cryptocurrency,SHOCKING: You won't believe what cryptocurrency is secretly hiding from you!!!,Unknown,0
N0144,Update on the housing market,The government announced a new policy on the housing market today after a cabinet meeting.,Real Author,1
N0764,You need to see this about the election,SHOCKING: You won't believe what the election is secretly hiding from you!!!,Unknown,0
N0198,Update on the economy,The government announced a new policy on the economy today after a cabinet meeting.,Real Author,1
N0280,Update on the election,Scientists at a leading university published a peer reviewed study on the election.,Real Author,1
N0294,Update on the economy,A new report from the health ministry outlines updated guidelines for the economy.,Real Author,1
N0401,You need to see this about artificial intelligence,"BREAKING: Aliens confirmed to be behind the artificial intelligence conspiracy, insiders claim.",Unknown,0
N0123,Update on the housing market,The stock market showed a moderate change following news about the housing market.,Real Author,1
N0184,Update on the new vaccine,Officials confirmed that the the new vaccine project will proceed as planned next quarter.,Real Author,1
N0203,Update on renewable energy,A new report from the health ministry outlines updated guidelines for renewable energy.,Real Author,1
N0439,You need to see this about the economy,"Celebrity secretly reveals the economy is a total hoax, fans are furious.",Unknown,0
N0247,Update on cryptocurrency,Scientists at a leading university published a peer reviewed study on cryptocurrency.,Real Author,1
N0416,You need to see this about cryptocurrency,"BREAKING: Aliens confirmed to be behind the cryptocurrency conspiracy, insiders claim.",Unknown,0
N0712,You need to see this about renewable energy,Experts are TERRIFIED after new claims about renewable energy go viral overnight.,Unknown,0
N0130,Update on space exploration,Scientists at a leading university published a peer reviewed study on space exploration.,Real Author,1
N0403,You need to see this about cryptocurrency,Experts are TERRIFIED after new claims about cryptocurrency go viral overnight.,Unknown,0
N0633,You need to see this about the election,"BREAKING: Aliens confirmed to be behind the the election conspiracy, insiders claim.",Unknown,0
N0624,You need to see this about artificial intelligence,Doctors HATE this one trick about artificial intelligence that big companies don't want you to know.,Unknown,0
N0728,You need to see this about climate change,Experts are TERRIFIED after new claims about climate change go viral overnight.,Unknown,0
N0220,Update on the new vaccine,Scientists at a leading university published a peer reviewed study on the new vaccine.,Real Author,1
N0730,You need to see this about space exploration,"This miracle cure for space exploration was banned by the government, sources say.",Unknown,0
N0610,You need to see this about the housing market,Experts are TERRIFIED after new claims about the housing market go viral overnight.,Unknown,0
N0733,You need to see this about renewable energy,"This miracle cure for renewable energy was banned by the government, sources say.",Unknown,0
N0618,You need to see this about the election,SHOCKING: You won't believe what the election is secretly hiding from you!!!,Unknown,0
N0387,Update on the education system,The company released its quarterly earnings report showing growth in the education system.,Real Author,1
N0776,You need to see this about the new vaccine,"BREAKING: Aliens confirmed to be behind the the new vaccine conspiracy, insiders claim.",Unknown,0
N0510,You need to see this about climate change,Doctors HATE this one trick about climate change that big companies don't want you to know.,Unknown,0
N0268,Update on the election,Scientists at a leading university published a peer reviewed study on the election.,Real Author,1
N0782,You need to see this about the economy,Experts are TERRIFIED after new claims about the economy go viral overnight.,Unknown,0
N0442,You need to see this about renewable energy,SHOCKING: You won't believe what renewable energy is secretly hiding from you!!!,Unknown,0
N0497,You need to see this about climate change,Doctors HATE this one trick about climate change that big companies don't want you to know.,Unknown,0
N0113,Update on artificial intelligence,The government announced a new policy on artificial intelligence today after a cabinet meeting.,Real Author,1
N0233,Update on artificial intelligence,The stock market showed a moderate change following news about artificial intelligence.,Real Author,1
N0699,You need to see this about space exploration,"Celebrity secretly reveals space exploration is a total hoax, fans are furious.",Unknown,0
N0608,You need to see this about artificial intelligence,"Celebrity secretly reveals artificial intelligence is a total hoax, fans are furious.",Unknown,0
N0374,Update on cryptocurrency,The government announced a new policy on cryptocurrency today after a cabinet meeting.,Real Author,1
N0234,Update on climate change,The stock market showed a moderate change following news about climate change.,Real Author,1
N0634,You need to see this about the housing market,Doctors HATE this one trick about the housing market that big companies don't want you to know.,Unknown,0
N0318,Update on the housing market,Officials confirmed that the the housing market project will proceed as planned next quarter.,Real Author,1
N0411,You need to see this about renewable energy,"This miracle cure for renewable energy was banned by the government, sources say.",Unknown,0
N0718,You need to see this about climate change,"BREAKING: Aliens confirmed to be behind the climate change conspiracy, insiders claim.",Unknown,0
N0359,Update on the new vaccine,Officials confirmed that the the new vaccine project will proceed as planned next quarter.,Real Author,1
N0259,Update on the housing market,The company released its quarterly earnings report showing growth in the housing market.,Real Author,1
N0628,You need to see this about climate change,Experts are TERRIFIED after new claims about climate change go viral overnight.,Unknown,0
N0283,Update on space exploration,Officials confirmed that the space exploration project will proceed as planned next quarter.,Real Author,1
N0377,Update on the housing market,The company released its quarterly earnings report showing growth in the housing market.,Real Author,1
N0385,Update on the new vaccine,Officials confirmed that the the new vaccine project will proceed as planned next quarter.,Real Author,1
N0225,Update on the new vaccine,The company released its quarterly earnings report showing growth in the new vaccine.,Real Author,1
N0760,You need to see this about the housing market,"Celebrity secretly reveals the housing market is a total hoax, fans are furious.",Unknown,0
N0658,You need to see this about renewable energy,Experts are TERRIFIED after new claims about renewable energy go viral overnight.,Unknown,0
N0473,You need to see this about the election,SHOCKING: You won't believe what the election is secretly hiding from you!!!,Unknown,0
N0348,Update on the housing market,The stock market showed a moderate change following news about the housing market.,Real Author,1
N0506,You need to see this about renewable energy,SHOCKING: You won't believe what renewable energy is secretly hiding from you!!!,Unknown,0
N0640,You need to see this about the election,Experts are TERRIFIED after new claims about the election go viral overnight.,Unknown,0
N0789,You need to see this about climate change,"BREAKING: Aliens confirmed to be behind the climate change conspiracy, insiders claim.",Unknown,0
N0741,You need to see this about climate change,"This miracle cure for climate change was banned by the government, sources say.",Unknown,0
N0723,You need to see this about artificial intelligence,"This miracle cure for artificial intelligence was banned by the government, sources say.",Unknown,0
N0620,You need to see this about the economy,"Celebrity secretly reveals the economy is a total hoax, fans are furious.",Unknown,0
N0686,You need to see this about space exploration,Doctors HATE this one trick about space exploration that big companies don't want you to know.,Unknown,0
N0646,You need to see this about the housing market,SHOCKING: You won't believe what the housing market is secretly hiding from you!!!,Unknown,0
N0679,You need to see this about artificial intelligence,SHOCKING: You won't believe what artificial intelligence is secretly hiding from you!!!,Unknown,0
N0557,You need to see this about renewable energy,"BREAKING: Aliens confirmed to be behind the renewable energy conspiracy, insiders claim.",Unknown,0
N0578,You need to see this about the education system,"This miracle cure for the education system was banned by the government, sources say.",Unknown,0
N0086,Update on artificial intelligence,Officials confirmed that the artificial intelligence project will proceed as planned next quarter.,Real Author,1
N0243,Update on artificial intelligence,The company released its quarterly earnings report showing growth in artificial intelligence.,Real Author,1
N0160,Update on climate change,A new report from the health ministry outlines updated guidelines for climate change.,Real Author,1
N0525,You need to see this about space exploration,"BREAKING: Aliens confirmed to be behind the space exploration conspiracy, insiders claim.",Unknown,0
N0036,Update on artificial intelligence,The stock market showed a moderate change following news about artificial intelligence.,Real Author,1
N0541,You need to see this about space exploration,"This miracle cure for space exploration was banned by the government, sources say.",Unknown,0
N0171,Update on artificial intelligence,Scientists at a leading university published a peer reviewed study on artificial intelligence.,Real Author,1
N0655,You need to see this about the education system,"BREAKING: Aliens confirmed to be behind the the education system conspiracy, insiders claim.",Unknown,0
N0688,You need to see this about climate change,"Celebrity secretly reveals climate change is a total hoax, fans are furious.",Unknown,0
N0680,You need to see this about the housing market,"BREAKING: Aliens confirmed to be behind the the housing market conspiracy, insiders claim.",Unknown,0
N0753,You need to see this about cryptocurrency,"Celebrity secretly reveals cryptocurrency is a total hoax, fans are furious.",Unknown,0
N0096,Update on the new vaccine,The stock market showed a moderate change following news about the new vaccine.,Real Author,1
N0564,You need to see this about the housing market,"This miracle cure for the housing market was banned by the government, sources say.",Unknown,0
N0241,Update on the economy,The government announced a new policy on the economy today after a cabinet meeting.,Real Author,1
N0575,You need to see this about artificial intelligence,"Celebrity secretly reveals artificial intelligence is a total hoax, fans are furious.",Unknown,0
N0461,You need to see this about the election,"Celebrity secretly reveals the election is a total hoax, fans are furious.",Unknown,0
N0554,You need to see this about renewable energy,"BREAKING: Aliens confirmed to be behind the renewable energy conspiracy, insiders claim.",Unknown,0
N0705,You need to see this about climate change,"This miracle cure for climate change was banned by the government, sources say.",Unknown,0
N0207,Update on the new vaccine,A new report from the health ministry outlines updated guidelines for the new vaccine.,Real Author,1
N0393,Update on climate change,The stock market showed a moderate change following news about climate change.,Real Author,1
N0398,Update on the economy,Officials confirmed that the the economy project will proceed as planned next quarter.,Real Author,1
N0681,You need to see this about space exploration,SHOCKING: You won't believe what space exploration is secretly hiding from you!!!,Unknown,0
N0218,Update on cryptocurrency,The company released its quarterly earnings report showing growth in cryptocurrency.,Real Author,1
N0005,Update on the education system,The government announced a new policy on the education system today after a cabinet meeting.,Real Author,1
N0643,You need to see this about the new vaccine,Doctors HATE this one trick about the new vaccine that big companies don't want you to know.,Unknown,0
N0717,You need to see this about renewable energy,SHOCKING: You won't believe what renewable energy is secretly hiding from you!!!,Unknown,0
N0613,You need to see this about the housing market,"This miracle cure for the housing market was banned by the government, sources say.",Unknown,0
N0547,You need to see this about artificial intelligence,"Celebrity secretly reveals artificial intelligence is a total hoax, fans are furious.",Unknown,0
N0099,Update on the education system,The company released its quarterly earnings report showing growth in the education system.,Real Author,1
N0574,You need to see this about renewable energy,"BREAKING: Aliens confirmed to be behind the renewable energy conspiracy, insiders claim.",Unknown,0
N0407,You need to see this about space exploration,Experts are TERRIFIED after new claims about space exploration go viral overnight.,Unknown,0
N0503,You need to see this about renewable energy,"BREAKING: Aliens confirmed to be behind the renewable energy conspiracy, insiders claim.",Unknown,0
N0048,Update on the election,The government announced a new policy on the election today after a cabinet meeting.,Real Author,1
N0033,Update on climate change,Officials confirmed that the climate change project will proceed as planned next quarter.,Real Author,1
N0201,Update on artificial intelligence,Scientists at a leading university published a peer reviewed study on artificial intelligence.,Real Author,1
N0135,Update on space exploration,The government announced a new policy on space exploration today after a cabinet meeting.,Real Author,1
N0028,Update on cryptocurrency,The stock market showed a moderate change following news about cryptocurrency.,Real Author,1
N0707,You need to see this about the education system,"Celebrity secretly reveals the education system is a total hoax, fans are furious.",Unknown,0
N0231,Update on space exploration,The government announced a new policy on space exploration today after a cabinet meeting.,Real Author,1
N0490,You need to see this about the housing market,"BREAKING: Aliens confirmed to be behind the the housing market conspiracy, insiders claim.",Unknown,0
N0379,Update on the education system,The company released its quarterly earnings report showing growth in the education system.,Real Author,1
N0289,Update on the new vaccine,The company released its quarterly earnings report showing growth in the new vaccine.,Real Author,1
N0419,You need to see this about the housing market,Experts are TERRIFIED after new claims about the housing market go viral overnight.,Unknown,0
N0675,You need to see this about renewable energy,"This miracle cure for renewable energy was banned by the government, sources say.",Unknown,0
N0392,Update on artificial intelligence,Scientists at a leading university published a peer reviewed study on artificial intelligence.,Real Author,1
N0593,You need to see this about space exploration,"Celebrity secretly reveals space exploration is a total hoax, fans are furious.",Unknown,0
N0499,You need to see this about the economy,Experts are TERRIFIED after new claims about the economy go viral overnight.,Unknown,0
N0139,Update on climate change,Scientists at a leading university published a peer reviewed study on climate change.,Real Author,1
N0063,Update on the new vaccine,The company released its quarterly earnings report showing growth in the new vaccine.,Real Author,1
N0472,You need to see this about cryptocurrency,"This miracle cure for cryptocurrency was banned by the government, sources say.",Unknown,0
N0648,You need to see this about climate change,"This miracle cure for climate change was banned by the government, sources say.",Unknown,0
N0129,Update on artificial intelligence,The government announced a new policy on artificial intelligence today after a cabinet meeting.,Real Author,1
N0779,You need to see this about cryptocurrency,SHOCKING: You won't believe what cryptocurrency is secretly hiding from you!!!,Unknown,0
N0521,You need to see this about space exploration,"Celebrity secretly reveals space exploration is a total hoax, fans are furious.",Unknown,0
N0065,Update on the housing market,A new report from the health ministry outlines updated guidelines for the housing market.,Real Author,1
N0015,Update on the economy,Scientists at a leading university published a peer reviewed study on the economy.,Real Author,1
N0157,Update on the education system,Scientists at a leading university published a peer reviewed study on the education system.,Real Author,1
N0041,Update on space exploration,Scientists at a leading university published a peer reviewed study on space exploration.,Real Author,1
N0493,You need to see this about climate change,"Celebrity secretly reveals climate change is a total hoax, fans are furious.",Unknown,0
N0380,Update on artificial intelligence,The government announced a new policy on artificial intelligence today after a cabinet meeting.,Real Author,1
N0188,Update on the education system,The stock market showed a moderate change following news about the education system.,Real Author,1
N0217,Update on the education system,Officials confirmed that the the education system project will proceed as planned next quarter.,Real Author,1
N0053,Update on the election,Scientists at a leading university published a peer reviewed study on the election.,Real Author,1
N0338,Update on the education system,The government announced a new policy on the education system today after a cabinet meeting.,Real Author,1
N0296,Update on renewable energy,Scientists at a leading university published a peer reviewed study on renewable energy.,Real Author,1
N0702,You need to see this about the economy,Doctors HATE this one trick about the economy that big companies don't want you to know.,Unknown,0
N0252,Update on the housing market,The government announced a new policy on the housing market today after a cabinet meeting.,Real Author,1
N0462,You need to see this about the housing market,"BREAKING: Aliens confirmed to be behind the the housing market conspiracy, insiders claim.",Unknown,0
N0456,You need to see this about the education system,"This miracle cure for the education system was banned by the government, sources say.",Unknown,0
N0798,You need to see this about the election,Doctors HATE this one trick about the election that big companies don't want you to know.,Unknown,0
N0270,Update on cryptocurrency,The company released its quarterly earnings report showing growth in cryptocurrency.,Real Author,1
N0202,Update on the election,Scientists at a leading university published a peer reviewed study on the election.,Real Author,1
N0162,Update on space exploration,Officials confirmed that the space exploration project will proceed as planned next quarter.,Real Author,1
N0556,You need to see this about the education system,"This miracle cure for the education system was banned by the government, sources say.",Unknown,0
N0402,You need to see this about artificial intelligence,"BREAKING: Aliens confirmed to be behind the artificial intelligence conspiracy, insiders claim.",Unknown,0
N0703,You need to see this about the housing market,"Celebrity secretly reveals the housing market is a total hoax, fans are furious.",Unknown,0
N0477,You need to see this about space exploration,"BREAKING: Aliens confirmed to be behind the space exploration conspiracy, insiders claim.",Unknown,0
N0106,Update on artificial intelligence,The government announced a new policy on artificial intelligence today after a cabinet meeting.,Real Author,1
N0566,You need to see this about the economy,Doctors HATE this one trick about the economy that big companies don't want you to know.,Unknown,0
N0390,Update on renewable energy,Officials confirmed that the renewable energy project will proceed as planned next quarter.,Real Author,1
N0002,Update on the election,Scientists at a leading university published a peer reviewed study on the election.,Real Author,1
N0768,You need to see this about the new vaccine,Doctors HATE this one trick about the new vaccine that big companies don't want you to know.,Unknown,0
N0562,You need to see this about artificial intelligence,Experts are TERRIFIED after new claims about artificial intelligence go viral overnight.,Unknown,0
N0081,Update on the education system,A new report from the health ministry outlines updated guidelines for the education system.,Real Author,1
N0206,Update on climate change,The company released its quarterly earnings report showing growth in climate change.,Real Author,1
N0035,Update on artificial intelligence,Scientists at a leading university published a peer reviewed study on artificial intelligence.,Real Author,1
N0509,You need to see this about artificial intelligence,Experts are TERRIFIED after new claims about artificial intelligence go viral overnight.,Unknown,0
N0428,You need to see this about the new vaccine,Doctors HATE this one trick about the new vaccine that big companies don't want you to know.,Unknown,0
N0455,You need to see this about space exploration,SHOCKING: You won't believe what space exploration is secretly hiding from you!!!,Unknown,0
N0367,Update on cryptocurrency,The government announced a new policy on cryptocurrency today after a cabinet meeting.,Real Author,1
N0092,Update on renewable energy,The government announced a new policy on renewable energy today after a cabinet meeting.,Real Author,1
N0340,Update on cryptocurrency,The company released its quarterly earnings report showing growth in cryptocurrency.,Real Author,1
N0565,You need to see this about the new vaccine,"This miracle cure for the new vaccine was banned by the government, sources say.",Unknown,0
N0346,Update on space exploration,Officials confirmed that the space exploration project will proceed as planned next quarter.,Real Author,1
N0242,Update on cryptocurrency,Officials confirmed that the cryptocurrency project will proceed as planned next quarter.,Real Author,1
N0014,Update on cryptocurrency,The stock market showed a moderate change following news about cryptocurrency.,Real Author,1
N0316,Update on the new vaccine,The company released its quarterly earnings report showing growth in the new vaccine.,Real Author,1
N0601,You need to see this about space exploration,"This miracle cure for space exploration was banned by the government, sources say.",Unknown,0
N0388,Update on the election,A new report from the health ministry outlines updated guidelines for the election.,Real Author,1
N0274,Update on renewable energy,The company released its quarterly earnings report showing growth in renewable energy.,Real Author,1
N0167,Update on the housing market,The company released its quarterly earnings report showing growth in the housing market.,Real Author,1
N0794,You need to see this about the election,SHOCKING: You won't believe what the election is secretly hiding from you!!!,Unknown,0
N0647,You need to see this about the election,"Celebrity secretly reveals the election is a total hoax, fans are furious.",Unknown,0
N0485,You need to see this about the election,"Celebrity secretly reveals the election is a total hoax, fans are furious.",Unknown,0
N0783,You need to see this about climate change,"BREAKING: Aliens confirmed to be behind the climate change conspiracy, insiders claim.",Unknown,0
N0505,You need to see this about the housing market,Experts are TERRIFIED after new claims about the housing market go viral overnight.,Unknown,0
N0244,Update on artificial intelligence,Officials confirmed that the artificial intelligence project will proceed as planned next quarter.,Real Author,1
N0567,You need to see this about the education system,"Celebrity secretly reveals the education system is a total hoax, fans are furious.",Unknown,0
N0563,You need to see this about renewable energy,Experts are TERRIFIED after new claims about renewable energy go viral overnight.,Unknown,0
N0687,You need to see this about cryptocurrency,Doctors HATE this one trick about cryptocurrency that big companies don't want you to know.,Unknown,0
N0190,Update on the election,The government announced a new policy on the election today after a cabinet meeting.,Real Author,1
N0700,You need to see this about artificial intelligence,SHOCKING: You won't believe what artificial intelligence is secretly hiding from you!!!,Unknown,0
N0476,You need to see this about renewable energy,SHOCKING: You won't believe what renewable energy is secretly hiding from you!!!,Unknown,0
N0682,You need to see this about renewable energy,SHOCKING: You won't believe what renewable energy is secretly hiding from you!!!,Unknown,0
N0511,You need to see this about artificial intelligence,"This miracle cure for artificial intelligence was banned by the government, sources say.",Unknown,0
N0059,Update on artificial intelligence,Scientists at a leading university published a peer reviewed study on artificial intelligence.,Real Author,1
N0475,You need to see this about the election,Experts are TERRIFIED after new claims about the election go viral overnight.,Unknown,0
N0561,You need to see this about the housing market,SHOCKING: You won't believe what the housing market is secretly hiding from you!!!,Unknown,0
N0748,You need to see this about artificial intelligence,Experts are TERRIFIED after new claims about artificial intelligence go viral overnight.,Unknown,0
N0253,Update on artificial intelligence,A new report from the health ministry outlines updated guidelines for artificial intelligence.,Real Author,1
N0022,Update on cryptocurrency,The stock market showed a moderate change following news about cryptocurrency.,Real Author,1
N0314,Update on the new vaccine,Scientists at a leading university published a peer reviewed study on the new vaccine.,Real Author,1
N0460,You need to see this about renewable energy,"This miracle cure for renewable energy was banned by the government, sources say.",Unknown,0
N0161,Update on climate change,The company released its quarterly earnings report showing growth in climate change.,Real Author,1
N0277,Update on the education system,The company released its quarterly earnings report showing growth in the education system.,Real Author,1
N0192,Update on the education system,Scientists at a leading university published a peer reviewed study on the education system.,Real Author,1
N0386,Update on the new vaccine,The company released its quarterly earnings report showing growth in the new vaccine.,Real Author,1
N0414,You need to see this about the housing market,Experts are TERRIFIED after new claims about the housing market go viral overnight.,Unknown,0
N0492,You need to see this about renewable energy,"This miracle cure for renewable energy was banned by the government, sources say.",Unknown,0
N0344,Update on the economy,The stock market showed a moderate change following news about the economy.,Real Author,1
N0770,You need to see this about the housing market,SHOCKING: You won't believe what the housing market is secretly hiding from you!!!,Unknown,0
N0309,Update on renewable energy,The government announced a new policy on renewable energy today after a cabinet meeting.,Real Author,1
N0662,You need to see this about the economy,"BREAKING: Aliens confirmed to be behind the the economy conspiracy, insiders claim.",Unknown,0
N0131,Update on space exploration,A new report from the health ministry outlines updated guidelines for space exploration.,Real Author,1
N0664,You need to see this about climate change,Doctors HATE this one trick about climate change that big companies don't want you to know.,Unknown,0
N0100,Update on space exploration,The company released its quarterly earnings report showing growth in space exploration.,Real Author,1
N0373,Update on the election,The company released its quarterly earnings report showing growth in the election.,Real Author,1
N0088,Update on artificial intelligence,The stock market showed a moderate change following news about artificial intelligence.,Real Author,1
N0459,You need to see this about the education system,"This miracle cure for the education system was banned by the government, sources say.",Unknown,0
N0331,Update on space exploration,The stock market showed a moderate change following news about space exploration.,Real Author,1
N0215,Update on space exploration,The company released its quarterly earnings report showing growth in space exploration.,Real Author,1
N0467,You need to see this about climate change,Doctors HATE this one trick about climate change that big companies don't want you to know.,Unknown,0
N0122,Update on climate change,The company released its quarterly earnings report showing growth in climate change.,Real Author,1
N0615,You need to see this about the housing market,"Celebrity secretly reveals the housing market is a total hoax, fans are furious.",Unknown,0
N0021,Update on artificial intelligence,The stock market showed a moderate change following news about artificial intelligence.,Real Author,1
N0701,You need to see this about the new vaccine,"BREAKING: Aliens confirmed to be behind the the new vaccine conspiracy, insiders claim.",Unknown,0
N0072,Update on the education system,The stock market showed a moderate change following news about the education system.,Real Author,1
N0107,Update on cryptocurrency,A new report from the health ministry outlines updated guidelines for cryptocurrency.,Real Author,1
N0271,Update on artificial intelligence,Officials confirmed that the artificial intelligence project will proceed as planned next quarter.,Real Author,1
N0436,You need to see this about the election,SHOCKING: You won't believe what the election is secretly hiding from you!!!,Unknown,0
N0103,Update on the education system,Officials confirmed that the the education system project will proceed as planned next quarter.,Real Author,1
